# Label: Avanti Sensor 1: EMG 1->RMean->Subset Sampling frequency: 1.000000e+003 Number of points: 5000 X start: 0.000000e+000 Unit: V Domain Unit: s
X [s],Avanti Sensor 1: EMG 1->RMean->Subset [V]
5.450000e-001,1.028668e-004
5.460000e-001,3.069166e-005
5.470000e-001,-2.771988e-005
5.480000e-001,-4.954028e-005
5.490000e-001,-4.484050e-005
5.500000e-001,-1.926043e-007
5.510000e-001,3.673423e-005
5.520000e-001,2.129210e-005
5.530000e-001,3.740563e-005
5.540000e-001,3.606283e-005
5.550000e-001,-3.107687e-005
5.560000e-001,-2.704848e-005
5.570000e-001,-3.443385e-005
5.580000e-001,-3.913363e-005
5.590000e-001,-1.261345e-005
5.600000e-001,-2.100591e-005
5.610000e-001,-1.127065e-005
5.620000e-001,1.088545e-005
5.630000e-001,9.878351e-006
5.640000e-001,2.532048e-005
5.650000e-001,1.558523e-005
5.660000e-001,2.431338e-005
5.670000e-001,2.157286e-006
5.680000e-001,1.150192e-006
5.690000e-001,7.528464e-006
5.700000e-001,1.189254e-005
5.710000e-001,-1.926043e-007
5.720000e-001,-3.549589e-006
5.730000e-001,-1.496333e-005
5.740000e-001,-3.913363e-005
5.750000e-001,-8.915271e-005
5.760000e-001,-7.673186e-005
5.770000e-001,-2.302010e-005
5.780000e-001,3.203445e-005
5.790000e-001,1.025311e-004
5.800000e-001,6.157592e-005
5.810000e-001,2.867747e-005
5.820000e-001,4.781228e-005
5.830000e-001,-4.853318e-005
5.840000e-001,-5.658995e-005
5.850000e-001,-9.927861e-006
5.860000e-001,-7.639616e-005
5.870000e-001,3.539144e-005
5.880000e-001,1.498646e-004
5.890000e-001,7.500386e-005
5.900000e-001,5.855463e-005
5.910000e-001,7.097548e-005
5.920000e-001,4.579809e-005
5.930000e-001,-5.121877e-005
5.940000e-001,-4.987598e-005
5.950000e-001,-6.397531e-005
5.960000e-001,-9.015980e-005
5.970000e-001,-1.049305e-004
5.980000e-001,-7.941745e-005
5.990000e-001,-1.093496e-005
6.000000e-001,7.198257e-005
6.010000e-001,1.079023e-004
6.020000e-001,-1.294914e-005
6.030000e-001,-7.807465e-005
6.040000e-001,-3.577664e-005
6.050000e-001,-2.033451e-005
6.060000e-001,3.164381e-006
6.070000e-001,2.397769e-005
6.080000e-001,-3.213891e-006
6.090000e-001,-4.249061e-005
6.100000e-001,-2.167730e-005
6.110000e-001,1.759941e-005
6.120000e-001,1.289964e-005
6.130000e-001,3.304155e-005
6.140000e-001,6.185668e-006
6.150000e-001,-4.920458e-005
6.160000e-001,-1.932742e-005
6.170000e-001,-3.476954e-005
6.180000e-001,3.472004e-005
6.190000e-001,1.068952e-004
6.200000e-001,9.447437e-005
6.210000e-001,5.049787e-005
6.220000e-001,1.256394e-005
6.230000e-001,-1.966311e-005
6.240000e-001,-4.114782e-005
6.250000e-001,-1.093496e-005
6.260000e-001,1.592092e-005
6.270000e-001,5.486195e-005
6.280000e-001,4.076261e-005
6.290000e-001,5.849969e-006
6.300000e-001,-6.330391e-005
6.310000e-001,-9.821656e-005
6.320000e-001,-9.452388e-005
6.330000e-001,-5.563778e-006
6.340000e-001,1.042096e-004
6.350000e-001,8.574621e-005
6.360000e-001,3.606283e-005
6.370000e-001,3.673423e-005
6.380000e-001,-6.128973e-005
6.390000e-001,-1.072804e-004
